x1, y1, z1, x2, y2, z2, x3, y3, z3, x4, y4, z4
1.1843178697202195, 0.19919054639515918, -0.14901307238373504, 1.1892793404408653, 0.14972692480657987, -0.17648986163630245, 1.3169706827941448, 0.15022825155592803, -0.15433518358610473, 1.312009212073499, 0.19969187314450734, -0.12685839433353732
1.185796716609905, 0.20411599034080194, -0.15837944245556193, 1.1911704796727016, 0.1548600771805301, -0.18615024887692252, 1.3185848782784517, 0.1554016259746501, -0.16245557114460105, 1.3132111152156551, 0.20465753913492193, -0.13468476472324045
1.1873415864124042, 0.2089823373368328, -0.16805661933123767, 1.193455449229133, 0.1600959115946579, -0.19632281928123163, 1.3203806246931593, 0.1608296604186294, -0.17013844519878685, 1.3142667618764305, 0.20971608616080428, -0.14187224524879288
1.1890986393843463, 0.21401488845418837, -0.17809835970635332, 1.1961925480936344, 0.165620772251257, -0.2069761362163525, 1.3223358125648716, 0.16637518895305337, -0.1772529519323706, 1.3152419038555836, 0.21476930515598475, -0.1483751754223714
1.191269386819198, 0.21949284910906502, -0.18849835197983728, 1.1994164187583627, 0.17163516721616484, -0.2179857756451934, 1.3244058277814925, 0.17180316289047826, -0.18372531141158738, 1.3162587958423277, 0.21966084478337844, -0.15423788774623126
1.1940886474351708, 0.22568504638924156, -0.19917840416580782, 1.2031416081362283, 0.17829414889052433, -0.22915150438602513, 1.326536639919101, 0.17682430317066009, -0.18955774623068403, 1.3174836792180435, 0.2242152006693773, -0.1595846460104667
1.1978002814469901, 0.23276845337546195, -0.21000833332336402, 1.2073817339602382, 0.18564966081683218, -0.2402449858423383, 1.3286754634912752, 0.18116166207178327, -0.19481538047627725, 1.3190940109780271, 0.22828045463041305, -0.16457872795730297
1.2026410582728613, 0.2407632093067423, -0.2208510770376812, 1.2121757122938057, 0.19362201772564738, -0.2510676027978574, 1.3307699553322767, 0.18460998137068926, -0.19958606514726857, 1.3212353013113323, 0.23175117295178418, -0.16936953938709237
1.2088311321004415, 0.24950604408898405, -0.2316080358051426, 1.217605603479272, 0.2020065626713338, -0.2614919431312668, 1.3327595314572884, 0.18706839899869768, -0.20393689003144516, 1.323985060078458, 0.23456788041634793, -0.174052982705321
1.2165593001702482, 0.25865923976095867, -0.24224011972958492, 1.223795096192595, 0.21049971707090634, -0.27147269796328377, 1.3345731516273782, 0.1885501293819645, -0.20789126958696058, 1.3273373556050314, 0.23670965207201686, -0.17865869135326168
1.225951117356568, 0.267741981554004, -0.25275475733215236, 1.2308859228826392, 0.21872695157732885, -0.28102867695440303, 1.336148081811887, 0.189180994218056, -0.2114364769512573, 1.3312132762858158, 0.23819602419473118, -0.18316255732900658
1.2370182989853165, 0.27618213325010266, -0.26316482653013434, 1.238995337381486, 0.2262713048242906, -0.2902062859032752, 1.3374733795139848, 0.18918549383526445, -0.21455658107215242, 1.3354963411178153, 0.23909632226107652, -0.18751512169901158
1.249606904252163, 0.28339980385858615, -0.27343791215751995, 1.2481661126796544, 0.23271681708498965, -0.29903867330542394, 1.338641941843974, 0.1888441702235644, -0.217273918096339, 1.3400827334164824, 0.2395271569971609, -0.19167315694843506
1.2633807690658903, 0.2889240815040806, -0.2834628082319639, 1.258333876817229, 0.23771736572102614, -0.3075177689956792, 1.339874823435332, 0.1884151200405688, -0.21967402934687152, 1.3449217156839932, 0.23962183582362326, -0.1956190685831562
1.2778721786363538, 0.29250827940774665, -0.2930555047257911, 1.269339342368878, 0.24107381721242813, -0.31559273623080975, 1.3414847458342398, 0.18804859398566806, -0.22189360891058107, 1.3500175821017157, 0.23948305618098656, -0.19935637740556245
1.2925898825848163, 0.29418493697895487, -0.30200231772105934, 1.2809871880547963, 0.24277852595373117, -0.3231918997166723, 1.3437864795190673, 0.18774874215578624, -0.22407514085755229, 1.3553891740490873, 0.23915515318100994, -0.20288555886193935
1.3071285150751508, 0.294230511151024, -0.3101114629700226, 1.2931166670982603, 0.24300136624255214, -0.3302480671579015, 1.347007060379198, 0.18740973006134562, -0.2263175350765048, 1.3610189083560884, 0.23863887496981748, -0.20618093088862596
1.3212250569768358, 0.2930687430019783, -0.31724395147192175, 1.3056426738829665, 0.2420338801989035, -0.3367085890433542, 1.3512470061317132, 0.1868967921974395, -0.22865162995757984, 1.3668293892255825, 0.23793165500051433, -0.20918699238614738
1.3347530459609485, 0.2911683047829571, -0.3233175675931995, 1.3185537866533554, 0.24022938615732314, -0.3425282564703951, 1.3564990104214627, 0.1861186866341596, -0.23104573680788398, 1.3726982697290557, 0.23705760525979352, -0.21183504793068836
1.3476825348546428, 0.2889689823949539, -0.32829669893269414, 1.3318798326582517, 0.23796164757151878, -0.34765558313355044, 1.362694223355556, 0.1850615620857883, -0.2334268026902826, 1.378496925551947, 0.23606889690922342, -0.21406791848942636
1.3600379200389476, 0.28683865937753517, -0.33218247965783876, 1.34564663795525, 0.2355995050599321, -0.3520238522112763, 1.36974339997761, 0.18378772621919517, -0.23570082941098838, 1.3841346820613076, 0.23502688053679824, -0.21585945685755079
1.3718716507531425, 0.28505011388424695, -0.33500915369591494, 1.359832240125038, 0.2334826885469671, -0.3555540614789145, 1.377555713704063, 0.18241657524493632, -0.2377648830433819, 1.3895951243321676, 0.23398400058221613, -0.21721997526038228
1.383257417814438, 0.28377128026286236, -0.33684335932449005, 1.37434042342461, 0.2318884189911017, -0.358171648456697, 1.3860336716138282, 0.18109976814785078, -0.2395127217284155, 1.3949506660036561, 0.2329826294196114, -0.21818443259620854
1.394295020465246, 0.2830710931744609, -0.33777816513841125, 1.3890083349546551, 0.23099451090222664, -0.35983084151012007, 1.3950547643779476, 0.17999278751395129, -0.24084166173878546, 1.4003414498885385, 0.23206936978618556, -0.21878898536707664
1.4051110849794155, 0.28294287833128445, -0.33791667709049134, 1.403649951749795, 0.23085983656940876, -0.36053219942617953, 1.4044587086589166, 0.17922305673810981, -0.24166610299445557, 1.4059198418885372, 0.23130609849998549, -0.21905058065876737
1.4158427475103181, 0.2833371158556862, -0.3373500830379735, 1.4181104121647672, 0.2314386842816578, -0.36032072728603176, 1.4140557672922185, 0.17886254706500404, -0.24193377846846528, 1.4117881026377694, 0.23076097863903244, -0.21896313422040695
