periods 2	
begin filament	
mirror NIL	
1.120000000e+01	-0.000000000e+00	0.000000000e+00	 1.755525934e+07	 
1.119154404e+01	-0.000000000e+00	2.663804626e-01	 1.755525934e+07	 
1.116621021e+01	-0.000000000e+00	5.316883050e-01	 1.755525934e+07	 
1.112410053e+01	-0.000000000e+00	7.948552263e-01	 1.755525934e+07	 
1.106538455e+01	-0.000000000e+00	1.054821546e+00	 1.755525934e+07	 
1.099029869e+01	-0.000000000e+00	1.310540472e+00	 1.755525934e+07	 
1.089914532e+01	-0.000000000e+00	1.560982314e+00	 1.755525934e+07	 
1.079229146e+01	-0.000000000e+00	1.805138631e+00	 1.755525934e+07	 
1.067016738e+01	-0.000000000e+00	2.042026292e+00	 1.755525934e+07	 
1.053326484e+01	-0.000000000e+00	2.270691433e+00	 1.755525934e+07	 
1.038213508e+01	-0.000000000e+00	2.490213302e+00	 1.755525934e+07	 
1.021738666e+01	-0.000000000e+00	2.699707961e+00	 1.755525934e+07	 
1.003968296e+01	-0.000000000e+00	2.898331848e+00	 1.755525934e+07	 
9.849739529e+00	-0.000000000e+00	3.085285176e+00	 1.755525934e+07	 
9.648321202e+00	-0.000000000e+00	3.259815150e+00	 1.755525934e+07	 
9.436239020e+00	-0.000000000e+00	3.421218999e+00	 1.755525934e+07	 
9.214346964e+00	-0.000000000e+00	3.568846806e+00	 1.755525934e+07	 
8.983538514e+00	-0.000000000e+00	3.702104126e+00	 1.755525934e+07	 
8.744743055e+00	-0.000000000e+00	3.820454380e+00	 1.755525934e+07	 
8.498922131e+00	-0.000000000e+00	3.923421013e+00	 1.755525934e+07	 
8.247065576e+00	-0.000000000e+00	4.010589414e+00	 1.755525934e+07	 
7.990187529e+00	-0.000000000e+00	4.081608587e+00	 1.755525934e+07	 
7.729322346e+00	-0.000000000e+00	4.136192563e+00	 1.755525934e+07	 
7.465520440e+00	-0.000000000e+00	4.174121551e+00	 1.755525934e+07	 
7.199844046e+00	-0.000000000e+00	4.195242825e+00	 1.755525934e+07	 
6.933362952e+00	-0.000000000e+00	4.199471336e+00	 1.755525934e+07	 
6.667150181e+00	-0.000000000e+00	4.186790059e+00	 1.755525934e+07	 
6.402277679e+00	-0.000000000e+00	4.157250056e+00	 1.755525934e+07	 
6.139811994e+00	-0.000000000e+00	4.110970274e+00	 1.755525934e+07	 
5.880809983e+00	-0.000000000e+00	4.048137066e+00	 1.755525934e+07	 
5.626314554e+00	-0.000000000e+00	3.969003439e+00	 1.755525934e+07	 
5.377350472e+00	-0.000000000e+00	3.873888035e+00	 1.755525934e+07	 
5.134920227e+00	-0.000000000e+00	3.763173852e+00	 1.755525934e+07	 
4.900000000e+00	-0.000000000e+00	3.637306696e+00	 1.755525934e+07	 
4.673535732e+00	-0.000000000e+00	3.496793389e+00	 1.755525934e+07	 
4.456439314e+00	-0.000000000e+00	3.342199730e+00	 1.755525934e+07	 
4.249584917e+00	-0.000000000e+00	3.174148212e+00	 1.755525934e+07	 
4.053805472e+00	-0.000000000e+00	2.993315520e+00	 1.755525934e+07	 
3.869889311e+00	-0.000000000e+00	2.800429802e+00	 1.755525934e+07	 
3.698577002e+00	-0.000000000e+00	2.596267742e+00	 1.755525934e+07	 
3.540558358e+00	-0.000000000e+00	2.381651428e+00	 1.755525934e+07	 
3.396469664e+00	-0.000000000e+00	2.157445045e+00	 1.755525934e+07	 
3.266891116e+00	-0.000000000e+00	1.924551391e+00	 1.755525934e+07	 
3.152344479e+00	-0.000000000e+00	1.683908249e+00	 1.755525934e+07	 
3.053290993e+00	-0.000000000e+00	1.436484602e+00	 1.755525934e+07	 
2.970129511e+00	-0.000000000e+00	1.183276739e+00	 1.755525934e+07	 
2.903194895e+00	-0.000000000e+00	9.253042377e-01	 1.755525934e+07	 
2.852756668e+00	-0.000000000e+00	6.636058631e-01	 1.755525934e+07	 
2.819017925e+00	-0.000000000e+00	3.992353819e-01	 1.755525934e+07	 
2.802114522e+00	-0.000000000e+00	1.332573207e-01	 1.755525934e+07	 
2.802114522e+00	-0.000000000e+00	-1.332573207e-01	 1.755525934e+07	 
2.819017925e+00	-0.000000000e+00	-3.992353819e-01	 1.755525934e+07	 
2.852756668e+00	-0.000000000e+00	-6.636058631e-01	 1.755525934e+07	 
2.903194895e+00	-0.000000000e+00	-9.253042377e-01	 1.755525934e+07	 
2.970129511e+00	-0.000000000e+00	-1.183276739e+00	 1.755525934e+07	 
3.053290993e+00	-0.000000000e+00	-1.436484602e+00	 1.755525934e+07	 
3.152344479e+00	-0.000000000e+00	-1.683908249e+00	 1.755525934e+07	 
3.266891116e+00	-0.000000000e+00	-1.924551391e+00	 1.755525934e+07	 
3.396469664e+00	-0.000000000e+00	-2.157445045e+00	 1.755525934e+07	 
3.540558358e+00	-0.000000000e+00	-2.381651428e+00	 1.755525934e+07	 
3.698577002e+00	-0.000000000e+00	-2.596267742e+00	 1.755525934e+07	 
3.869889311e+00	-0.000000000e+00	-2.800429802e+00	 1.755525934e+07	 
4.053805472e+00	-0.000000000e+00	-2.993315520e+00	 1.755525934e+07	 
4.249584917e+00	-0.000000000e+00	-3.174148212e+00	 1.755525934e+07	 
4.456439314e+00	-0.000000000e+00	-3.342199730e+00	 1.755525934e+07	 
4.673535732e+00	-0.000000000e+00	-3.496793389e+00	 1.755525934e+07	 
4.900000000e+00	-0.000000000e+00	-3.637306696e+00	 1.755525934e+07	 
5.134920227e+00	-0.000000000e+00	-3.763173852e+00	 1.755525934e+07	 
5.377350472e+00	-0.000000000e+00	-3.873888035e+00	 1.755525934e+07	 
5.626314554e+00	-0.000000000e+00	-3.969003439e+00	 1.755525934e+07	 
5.880809983e+00	-0.000000000e+00	-4.048137066e+00	 1.755525934e+07	 
6.139811994e+00	-0.000000000e+00	-4.110970274e+00	 1.755525934e+07	 
6.402277679e+00	-0.000000000e+00	-4.157250056e+00	 1.755525934e+07	 
6.667150181e+00	-0.000000000e+00	-4.186790059e+00	 1.755525934e+07	 
6.933362952e+00	-0.000000000e+00	-4.199471336e+00	 1.755525934e+07	 
7.199844046e+00	-0.000000000e+00	-4.195242825e+00	 1.755525934e+07	 
7.465520440e+00	-0.000000000e+00	-4.174121551e+00	 1.755525934e+07	 
7.729322346e+00	-0.000000000e+00	-4.136192563e+00	 1.755525934e+07	 
7.990187529e+00	-0.000000000e+00	-4.081608587e+00	 1.755525934e+07	 
8.247065576e+00	-0.000000000e+00	-4.010589414e+00	 1.755525934e+07	 
8.498922131e+00	-0.000000000e+00	-3.923421013e+00	 1.755525934e+07	 
8.744743055e+00	-0.000000000e+00	-3.820454380e+00	 1.755525934e+07	 
8.983538514e+00	-0.000000000e+00	-3.702104126e+00	 1.755525934e+07	 
9.214346964e+00	-0.000000000e+00	-3.568846806e+00	 1.755525934e+07	 
9.436239020e+00	-0.000000000e+00	-3.421218999e+00	 1.755525934e+07	 
9.648321202e+00	-0.000000000e+00	-3.259815150e+00	 1.755525934e+07	 
9.849739529e+00	-0.000000000e+00	-3.085285176e+00	 1.755525934e+07	 
1.003968296e+01	-0.000000000e+00	-2.898331848e+00	 1.755525934e+07	 
1.021738666e+01	-0.000000000e+00	-2.699707961e+00	 1.755525934e+07	 
1.038213508e+01	-0.000000000e+00	-2.490213302e+00	 1.755525934e+07	 
1.053326484e+01	-0.000000000e+00	-2.270691433e+00	 1.755525934e+07	 
1.067016738e+01	-0.000000000e+00	-2.042026292e+00	 1.755525934e+07	 
1.079229146e+01	-0.000000000e+00	-1.805138631e+00	 1.755525934e+07	 
1.089914532e+01	-0.000000000e+00	-1.560982314e+00	 1.755525934e+07	 
1.099029869e+01	-0.000000000e+00	-1.310540472e+00	 1.755525934e+07	 
1.106538455e+01	-0.000000000e+00	-1.054821546e+00	 1.755525934e+07	 
1.112410053e+01	-0.000000000e+00	-7.948552263e-01	 1.755525934e+07	 
1.116621021e+01	-0.000000000e+00	-5.316883050e-01	 1.755525934e+07	 
1.119154404e+01	-0.000000000e+00	-2.663804626e-01	 1.755525934e+07	 
1.120000000e+01	-0.000000000e+00	0.000000000e+00	 0.000000000e+00	 1	 TF	 
9.699484522e+00	-5.600000000e+00	0.000000000e+00	 1.755525934e+07	 
9.692161447e+00	-5.595772021e+00	2.663804626e-01	 1.755525934e+07	 
9.670221709e+00	-5.583105107e+00	5.316883050e-01	 1.755525934e+07	 
9.633753652e+00	-5.562050264e+00	7.948552263e-01	 1.755525934e+07	 
9.582904119e+00	-5.532692273e+00	1.054821546e+00	 1.755525934e+07	 
9.517877865e+00	-5.495149347e+00	1.310540472e+00	 1.755525934e+07	 
9.438936726e+00	-5.449572659e+00	1.560982314e+00	 1.755525934e+07	 
9.346398570e+00	-5.396145730e+00	1.805138631e+00	 1.755525934e+07	 
9.240636017e+00	-5.335083692e+00	2.042026292e+00	 1.755525934e+07	 
9.122074934e+00	-5.266632419e+00	2.270691433e+00	 1.755525934e+07	 
8.991192726e+00	-5.191067541e+00	2.490213302e+00	 1.755525934e+07	 
8.848516409e+00	-5.108693331e+00	2.699707961e+00	 1.755525934e+07	 
8.694620489e+00	-5.019841480e+00	2.898331848e+00	 1.755525934e+07	 
8.530124652e+00	-4.924869764e+00	3.085285176e+00	 1.755525934e+07	 
8.355691265e+00	-4.824160601e+00	3.259815150e+00	 1.755525934e+07	 
8.172022708e+00	-4.718119510e+00	3.421218999e+00	 1.755525934e+07	 
7.979858550e+00	-4.607173482e+00	3.568846806e+00	 1.755525934e+07	 
7.779972569e+00	-4.491769257e+00	3.702104126e+00	 1.755525934e+07	 
7.573169635e+00	-4.372371527e+00	3.820454380e+00	 1.755525934e+07	 
7.360282470e+00	-4.249461065e+00	3.923421013e+00	 1.755525934e+07	 
7.142168296e+00	-4.123532788e+00	4.010589414e+00	 1.755525934e+07	 
6.919705381e+00	-3.995093765e+00	4.081608587e+00	 1.755525934e+07	 
6.693789506e+00	-3.864661173e+00	4.136192563e+00	 1.755525934e+07	 
6.465330353e+00	-3.732760220e+00	4.174121551e+00	 1.755525934e+07	 
6.235247848e+00	-3.599922023e+00	4.195242825e+00	 1.755525934e+07	 
6.004468450e+00	-3.466681476e+00	4.199471336e+00	 1.755525934e+07	 
5.773921428e+00	-3.333575091e+00	4.186790059e+00	 1.755525934e+07	 
